UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4.2,2020,18,4294674,2193952,2100722,1614850,1534959,324459,317252,33421,31601,119545,117788,5997,5847,95680,93275,1702127,1619807,373101,365183,55988,53842,154518,151567,13106,12825,1666108,1596071,1155754,1095527,297541,291830,17898,17175,114252,112711,4196,4051,76467,74777,1225695,1163802,337152,330976,32812,32055,143724,141185,9659,9370,527844,504651,459096,439432,26918,25422,15523,14426,5293,5077,1801,1796,19213,18498,476432,456005,35949,34207,23176,21787,10794,10382,3447,3455
R,4.2,2020,19,4362523,2228020,2134503,1634520,1554689,332418,325855,33467,32144,126936,124592,6055,5925,94624,91298,1720543,1637587,380130,372350,56129,54092,161954,157776,13269,12884,1701227,1631388,1175433,1116300,305811,300330,18212,17583,121639,119655,4350,4139,75782,73381,1244421,1183126,344586,338320,33472,32524,151276,147706,9819,9434,526793,503115,459087,438389,26607,25525,15255,14561,5297,4937,1705,1786,18842,17917,476122,454461,35544,34030,22657,21568,10678,10070,3450,3450
R,4.2,2020,20,4318890,2205971,2112919,1619334,1539056,333153,326390,33493,31987,122125,120269,6094,5755,91772,89462,1702787,1620040,379553,372336,56346,54107,155072,152137,13007,12595,1689767,1620594,1169334,1110096,306998,301515,18453,17713,116992,115382,4341,4086,73649,71802,1236478,1175223,344848,339134,33957,32761,144886,142206,9634,9297,516204,492325,450000,428960,26155,24875,15040,14274,5133,4887,1753,1669,18123,17660,466309,444817,34705,33202,22389,21346,10186,9931,3373,3298
R,4.2,2020,21,4285342,2186058,2099284,1608632,1531580,327323,322704,32674,31747,122073,120891,6043,5616,89313,86746,1689526,1610120,371924,366824,55136,53960,154282,151607,13205,12297,1681760,1616285,1168848,1110501,301794,298267,18161,17672,116933,116015,4334,4036,71690,69794,1233934,1173823,338176,334401,33532,33060,144171,141856,9871,9206,504298,482999,439784,421079,25529,24437,14513,14075,5140,4876,1709,1580,17623,16952,455592,436297,33748,32423,21604,20900,10111,9751,3334,3091
R,4.2,2020,22,4260007,2171492,2088515,1590907,1518749,327451,322088,32167,31416,129002,126575,6021,5725,85944,83962,1668643,1594631,370104,364199,54281,53243,159904,156462,12745,12123,1676000,1614604,1157816,1105022,302995,298351,17672,17633,124012,121817,4384,4157,69121,67624,1220427,1166233,337861,332835,32939,32836,150175,147125,9593,9098,495492,473911,433091,413727,24456,23737,14495,13783,4990,4758,1637,1568,16823,16338,448216,428398,32243,31364,21342,20407,9729,9337,3152,3025
R,4.2,2020,23,4278681,2178646,2100035,1597542,1526794,324225,321027,32189,31243,135220,133356,6136,5570,83334,82045,1672901,1600741,364779,361672,54501,53224,165303,162476,12758,12140,1685881,1629624,1167226,1115853,299765,297960,17758,17472,130304,128603,4412,4012,66416,65724,1227438,1175132,332446,331045,32973,32659,155785,153240,9520,9114,492765,470411,430316,410941,24460,23067,14431,13771,4916,4753,1724,1558,16918,16321,445463,425609,32333,30627,21528,20565,9518,9236,3238,3026
R,4.2,2020,24,4329531,2207188,2122343,1615905,1541569,329711,325491,32217,30738,141313,139202,6305,6066,81737,79277,1689596,1612900,368790,364177,54743,52613,170936,167568,12887,12600,1714192,1651726,1184578,1129781,305360,302372,17961,17170,136468,134406,4566,4343,65259,63654,1243467,1187161,336978,333766,33499,32465,161571,158422,9704,9500,492996,470617,431327,411788,24351,23119,14256,13568,4845,4796,1739,1723,16478,15623,446129,425739,31812,30411,21244,20148,9365,9146,3183,3100
R,4.2,2020,25,4397227,2237791,2159436,1629627,1559298,343780,340316,32628,31571,145379,143650,6455,6244,79922,78357,1701150,1629253,381364,378234,55574,53760,174318,171845,13375,12804,1744611,1687314,1197969,1146432,319203,316708,18388,17655,140508,138946,4719,4567,63824,63006,1255058,1202736,349487,347505,34447,33390,165132,162846,10128,9737,493180,472122,431658,412866,24577,23608,14240,13916,4871,4704,1736,1677,16098,15351,446092,426517,31877,30729,21127,20370,9186,8999,3247,3067
R,4.2,2020,26,4491200,2285248,2205952,1657891,1584435,360051,355866,33532,32762,150123,149722,6508,6406,77143,76761,1726536,1652615,395625,392422,56260,55423,178508,177133,13316,13080,1784840,1729622,1219256,1167858,334971,331797,19071,18769,145310,144984,4765,4756,61467,61458,1273926,1222425,363454,361344,35014,34841,169416,168221,10069,9960,500408,476330,438635,416577,25080,24069,14461,13993,4813,4738,1743,1650,15676,15303,452610,430190,32171,31078,21246,20582,9092,8912,3247,3120
R,4.2,2020,27,4579499,2327479,2252020,1686014,1614968,371591,365131,34664,33440,154103,157564,6743,6465,74364,74452,1751995,1681037,404812,399368,57312,56005,181788,184740,13411,13028,1822545,1772553,1243244,1194889,345981,341175,19796,19374,149358,152706,4896,4739,59270,59670,1295837,1247859,372388,368583,35742,35471,173092,175946,10205,9919,504934,479467,442770,420079,25610,23956,14868,14066,4745,4858,1847,1726,15094,14782,456158,433178,32424,30785,21570,20534,8696,8794,3206,3109
R,4.2,2020,28,4673366,2365166,2308200,1714409,1652706,374186,374362,36196,33718,160834,166578,7185,6735,72356,74101,1777907,1717634,405295,407954,58803,56196,188558,194652,14091,13645,1855806,1827578,1268985,1233694,348094,348726,20528,19665,155924,161500,5202,4934,57073,59059,1318981,1285415,372373,375347,36267,35532,179625,185458,10681,10336,509360,480622,445424,419012,26092,25636,15668,14053,4910,5078,1983,1801,15283,15042,458926,432219,32922,32607,22536,20664,8933,9194,3410,3309
R,4.2,2020,29,4747433,2402622,2344811,1745901,1679515,375567,379054,35514,32891,168815,174890,7629,7011,69196,71450,1806147,1741839,404520,410886,57111,54679,196322,202516,14671,13920,1894565,1872319,1302545,1268834,348856,352695,19883,19305,163530,169575,5516,5229,54235,56681,1349542,1318112,371104,377784,34799,34642,187079,193084,11095,10769,508057,472492,443356,410681,26711,26359,15631,13586,5285,5315,2113,1782,14961,14769,456605,423727,33416,33102,22312,20037,9243,9432,3576,3151
R,4.2,2020,30,4711632,2381460,2330172,1737709,1670274,366409,373835,35080,32407,170291,179266,7806,7111,64165,67279,1793678,1728906,392858,403333,55164,52990,195986,205523,14156,13661,1879415,1868336,1299126,1268908,340083,347715,19455,19089,165081,174027,5630,5330,50040,53267,1342585,1315188,360254,370682,33240,33429,187071,196600,10653,10562,502045,461836,438583,401366,26326,26120,15625,13318,5210,5239,2176,1781,14125,14012,451093,413718,32604,32651,21924,19561,8915,8923,3503,3099
R,4.2,2020,31,4600647,2326246,2274401,1705964,1634814,344887,355452,34163,30728,173190,183265,7651,6874,60391,63268,1758487,1689904,369003,382813,53246,50206,197792,208194,13824,12992,1837396,1829397,1278529,1247400,319538,330493,18540,17959,168201,178134,5608,5203,46980,50208,1319243,1290943,337556,351757,31576,31711,189326,199615,10547,10113,488850,445004,427435,387414,25349,24959,15623,12769,4989,5131,2043,1671,13411,13060,439244,398961,31447,31056,21670,18495,8466,8579,3277,2879
R,4.2,2020,32,4523472,2287802,2235670,1694623,1620726,326411,338527,33398,30321,168336,178620,7700,6864,57334,60612,1744266,1673522,349053,364320,51586,49056,191868,202768,13776,12919,1798071,1793619,1264946,1235439,302218,314045,17846,17457,163515,173828,5544,5167,44002,47683,1302797,1276872,318892,333708,29925,30504,183677,194598,10404,10039,489731,442051,429677,385287,24193,24482,15552,12864,4821,4792,2156,1697,13332,12929,441469,396650,30161,30612,21661,18552,8191,8170,3372,2880
R,4.2,2020,33,4481095,2270170,2210925,1693733,1610841,315257,328845,32840,29512,166517,176698,7550,6772,54273,58257,1740966,1661544,336259,353471,50507,48274,188744,199572,13151,12451,1782341,1771291,1264959,1227160,291458,304723,17403,16807,161689,172102,5364,5036,41468,45463,1300854,1266538,306630,323436,29182,29779,180785,191717,9854,9573,487829,439634,428774,383681,23799,24122,15437,12705,4828,4596,2186,1736,12805,12794,440112,395006,29629,30035,21325,18495,7959,7855,3297,2878
R,4.2,2020,34,4504085,2283274,2220811,1711665,1625178,310565,325117,32560,29497,167778,178040,7711,6901,52995,56078,1757605,1673745,330745,348231,50066,47731,189354,200392,13479,12679,1790775,1780334,1278558,1240354,286885,300993,16640,16681,162947,173386,5523,5251,40222,43669,1313183,1277976,301375,318319,28211,29411,181352,192524,10124,9925,492499,440477,433107,384824,23680,24124,15920,12816,4831,4654,2188,1650,12773,12409,444422,395769,29370,29912,21855,18320,8002,7868,3355,2754
R,4.2,2020,35,4462818,2257409,2205409,1697358,1616756,302379,319139,31769,29146,167431,179079,7506,6642,50966,54647,1741522,1664127,321473,340901,49027,47332,188217,201217,13033,12265,1769582,1767015,1267738,1233162,279284,295644,16408,16406,162610,174577,5289,4940,38253,42286,1300619,1269650,292717,311648,27743,29000,180301,193562,9678,9458,487827,438394,429620,383594,23095,23495,15361,12740,4821,4502,2217,1702,12713,12361,440903,394477,28756,29253,21284,18332,7916,7655,3355,2807
R,4.2,2020,36,4418560,2233258,2185302,1682536,1601803,294949,314476,31688,28916,167443,179915,7318,6622,49324,53570,1725256,1648167,313159,335388,48512,47168,187769,201598,12723,12294,1752699,1749643,1258987,1220648,272476,291096,16123,16106,162673,175532,5263,4970,37177,41291,1290948,1256202,285311,306424,27275,28722,179949,194051,9533,9499,480559,435659,423549,381155,22473,23380,15565,12810,4770,4383,2055,1652,12147,12279,434308,391965,27848,28964,21237,18446,7820,7547,3190,2795
R,4.2,2020,37,4480222,2262140,2218082,1709210,1629296,297490,319437,32319,29394,166075,179696,7399,6750,49647,53509,1752142,1675425,315681,340331,49533,47926,186299,201235,12866,12424,1771781,1772069,1276364,1238887,274893,295324,16459,16345,161309,175154,5300,5046,37456,41313,1308473,1274241,287710,310689,27975,29263,178496,193533,9660,9624,490359,446013,432846,390409,22597,24113,15860,13049,4766,4542,2099,1704,12191,12196,443669,401184,27971,29642,21558,18663,7803,7702,3206,2800
R,4.2,2020,38,4436125,2238196,2197929,1695709,1617542,293519,315679,31148,28483,162330,177924,7319,6572,48171,51729,1737308,1662073,311097,336036,48214,46662,181752,198423,12633,12047,1756014,1754765,1270392,1229164,271144,292186,15623,15535,157606,173278,5207,4830,36042,39772,1301241,1263212,283406,307080,26950,28117,173990,190763,9412,9220,482182,443164,425317,388378,22375,23493,15525,12948,4724,4646,2112,1742,12129,11957,436067,398861,27691,28956,21264,18545,7762,7660,3221,2827
R,4.2,2020,39,4412880,2224017,2188863,1689742,1612304,294241,318972,31023,28700,154296,171340,7260,6249,47455,51298,1730668,1656633,311600,339350,47977,46784,173403,191345,12519,11693,1743807,1748104,1265261,1226043,272490,295361,15730,15930,149539,166831,5138,4608,35649,39331,1295725,1259786,284667,310138,27075,28516,165723,183903,9347,9023,480210,440759,424481,386261,21751,23611,15293,12770,4757,4509,2122,1641,11806,11967,434943,396847,26933,29212,20902,18268,7680,7442,3172,2670
R,4.2,2020,40,4335041,2182397,2152644,1655657,1582399,292313,317450,30389,27822,151439,168844,6963,6422,45636,49707,1695000,1625057,308825,337087,47187,45622,169512,188298,12154,11756,1707146,1718134,1236229,1201389,270357,294292,15131,15296,146871,164386,4826,4788,33732,37983,1265060,1233702,281712,308460,26182,27724,161960,180891,8920,9077,475251,434510,419428,381010,21956,23158,15258,12526,4568,4458,2137,1634,11904,11724,429940,391355,27113,28627,21005,17898,7552,7407,3234,2679
R,4.2,2020,41,4174150,2096133,2078017,1595217,1529356,276816,305020,28668,26796,146283,164152,6227,5812,42922,46881,1632169,1569658,292336,323206,44513,43865,163274,182537,10942,10711,1650183,1661345,1200642,1164123,256525,282789,14651,14692,142014,159943,4445,4241,31906,35557,1227816,1194444,267231,295747,25163,26481,156366,175548,8184,8191,445950,416672,394575,365233,20291,22231,14017,12104,4269,4209,1782,1571,11016,11324,404353,375214,25105,27459,19350,17384,6908,6989,2758,2520
R,4.2,2020,42,4115790,2063033,2052757,1577407,1518765,268485,296721,28362,26611,141168,159649,6235,5637,41376,45374,1612867,1557575,283259,314207,43790,43456,157675,177365,10711,10402,1617671,1634498,1182626,1150856,248826,275148,14397,14623,136902,155322,4392,4190,30528,34359,1208468,1179978,258884,287459,24598,26296,150733,170380,7926,8033,445362,418259,394781,367909,19659,21573,13965,11988,4266,4327,1843,1447,10848,11015,404399,377597,24375,26748,19192,17160,6942,6985,2785,2369
R,4.2,2020,43,4009857,2006450,2003407,1533536,1481405,258988,287748,27605,25706,141002,159973,5873,5527,39446,43048,1567540,1518036,272791,304173,42560,41849,156599,176963,10266,10151,1572839,1592062,1148508,1118505,240075,266835,14176,14287,136774,155782,4186,4028,29120,32625,1173277,1145982,249325,278484,24228,25542,149885,170131,7669,7761,433611,411345,385028,362900,18913,20913,13429,11419,4228,4191,1687,1499,10326,10423,394263,372054,23466,25689,18332,16307,6714,6832,2597,2390
R,4.2,2020,44,3933906,1967471,1966435,1501827,1454354,253403,281645,26996,25176,141995,159131,5545,5296,37705,40833,1534255,1489135,266410,296877,41398,40716,157101,175350,9702,9608,1543389,1561651,1124623,1096626,235245,261294,13758,13816,137926,154979,3982,3899,27855,31037,1148301,1122791,243923,272034,23448,24754,150662,168744,7275,7371,424082,404784,377204,357728,18158,20351,13238,11360,4069,4152,1563,1397,9850,9796,385954,366344,22487,24843,17950,15962,6439,6606,2427,2237
R,4.2,2020,45,3953061,1977311,1975750,1515424,1467966,251739,280486,26760,24990,142528,158327,5674,5067,35186,38914,1545315,1500952,263742,294894,40656,40065,156534,173761,9655,9080,1558783,1576581,1141038,1113231,234815,261499,13582,13896,138626,154441,4111,3753,26611,29761,1163393,1138180,243168,271678,23121,24503,150664,167735,7349,7006,418528,399169,374386,354735,16924,18987,13178,11094,3902,3886,1563,1314,8575,9153,381922,362772,20574,23216,17535,15562,5870,6026,2306,2074
R,4.2,2020,46,3887486,1942055,1945431,1487854,1443524,247650,277528,25928,24628,141248,157162,5222,4978,34153,37611,1516892,1475265,259059,291287,39453,39294,154982,172160,9106,9002,1540986,1557164,1128676,1098078,231438,259069,13391,13741,137656,153438,3849,3719,25976,29119,1150504,1122387,239327,268942,22814,24348,149471,166387,7027,6974,401069,388267,359178,345446,16212,18459,12537,10887,3592,3724,1373,1259,8177,8492,366388,352878,19732,22345,16639,14946,5511,5773,2079,2028
R,4.2,2020,47,3975754,1984961,1990793,1521988,1479413,256429,286589,25954,24818,141319,157643,5176,4949,34095,37381,1550879,1510934,267423,300047,39756,39839,155071,172383,8993,8884,1587945,1606032,1165819,1136895,240653,268622,13660,13975,137705,153841,3882,3682,26226,29017,1187777,1161055,248342,278382,23465,24932,149661,166568,6994,6921,397016,384761,356169,342518,15776,17967,12294,10843,3614,3802,1294,1267,7869,8364,363102,349879,19081,21665,16291,14907,5410,5815,1999,1963
R,4.2,2020,48,4189241,2096012,2093229,1624921,1574671,265518,295311,26339,25107,140021,155557,5291,4861,33922,37722,1653605,1606454,276353,308583,40541,40697,153406,170243,9074,8901,1702234,1711868,1271792,1234628,249910,277635,14168,14512,136293,151948,3919,3661,26152,29484,1293636,1259162,257510,287205,24390,26036,147916,164739,7018,7013,393778,381361,353129,340043,15608,17676,12171,10595,3728,3609,1372,1200,7770,8238,359969,347292,18843,21378,16151,14661,5490,5504,2056,1888
R,4.2,2020,49,4430130,2221076,2209054,1737415,1676637,277665,309186,27086,25970,138480,153756,5101,5082,35329,38423,1767360,1708957,288953,322660,42031,42238,152171,168387,9208,9355,1826758,1830206,1383572,1339499,261976,291362,14966,15187,134851,150081,3799,3810,27594,30267,1406712,1364696,270028,301196,25968,27460,146721,162718,7183,7341,394318,378848,353843,337138,15689,17824,12120,10783,3629,3675,1302,1272,7735,8156,360648,344261,18925,21464,16063,14778,5450,5669,2025,2014
