UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2022,9,4078353,2084011,1994342,1469150,1401796,317436,308884,35525,34325,129165,122126,7073,6841,125662,120370,1584515,1512267,384553,373845,60080,57958,176807,167146,16197,15502,1552040,1480315,1024283,972022,283516,276184,16834,16181,122284,115325,4633,4418,100490,96185,1116942,1060705,337658,328650,32826,31575,162229,152948,11408,10827,531971,514027,444867,429774,33920,32700,18691,18144,6881,6801,2440,2423,25172,24185,467573,451562,46895,45195,27254,26383,14578,14198,4789,4675
R,1,2022,10,4089767,2096142,1993625,1487754,1410660,318689,308370,35913,34613,122316,115331,6804,6517,124666,118134,1602251,1519078,385617,372062,60649,58154,168940,159314,15800,15004,1555089,1474719,1033602,975336,285216,276194,17019,16113,115500,108831,4370,4169,99382,94076,1125300,1062085,339142,327481,33113,31388,154395,145488,11015,10412,541053,518906,454152,435324,33473,32176,18894,18500,6816,6500,2434,2348,25284,24058,476951,456993,46475,44581,27536,26766,14545,13826,4785,4592
R,1,2022,11,4181734,2143630,2038104,1530686,1451036,324937,313401,34338,33176,120926,114508,6681,6298,126062,119685,1646638,1561017,392407,378001,59711,57563,167732,158394,15716,14747,1582771,1500879,1053428,994105,293413,282502,17195,16729,114329,108429,4411,4196,99995,94918,1145792,1081666,347544,334292,33541,32519,153304,145018,11074,10439,560859,537225,477258,456931,31524,30899,17143,16447,6597,6079,2270,2102,26067,24767,500846,479351,44863,43709,26170,25044,14428,13376,4642,4308
R,1,2022,12,4222283,2162058,2060225,1551411,1471453,327269,316456,34442,33061,118695,113559,6514,6395,123727,119301,1665311,1581107,393774,381309,59234,57059,164293,156919,15183,14806,1596338,1518469,1067995,1008970,295880,286037,17773,17131,112320,107443,4423,4291,97947,94597,1158598,1096280,349296,338121,33672,32641,150161,143558,10816,10485,565720,541756,483416,462483,31389,30419,16669,15930,6375,6116,2091,2104,25780,24704,506713,484827,44478,43188,25562,24418,14132,13361,4367,4321
R,1,2022,13,4398733,2253171,2145562,1621103,1536285,344041,332792,35500,33791,121322,116221,6766,6625,124439,119848,1735451,1646467,411072,398193,60565,57751,166559,159248,15634,14984,1666161,1585743,1117958,1056675,311448,301718,18337,17674,114866,110067,4602,4458,98950,95151,1209159,1144564,365620,354612,34511,32941,152686,145942,11152,10577,587010,559819,503145,479610,32593,31074,17163,16117,6456,6154,2164,2167,25489,24697,526292,501903,45452,43581,26054,24810,13873,13306,4482,4407
R,1,2022,14,4448794,2278800,2169994,1645802,1560474,344287,333487,36305,35044,123822,117510,6783,6590,121801,116889,1757610,1667689,409588,397023,61278,58944,168239,159558,15524,14858,1684467,1602669,1135171,1073370,312091,302534,18508,18227,117378,111573,4622,4402,96697,92563,1224321,1158541,364788,353702,34578,33517,154401,146568,11127,10495,594333,567325,510631,487104,32196,30953,17797,16817,6444,5937,2161,2188,25104,24326,533289,509148,44800,43321,26700,25427,13838,12990,4397,4363
R,1,2022,15,4405769,2255691,2150078,1636317,1554064,339166,327923,36277,34268,120378,114973,6547,6433,117006,112417,1743683,1657180,401179,388336,60555,57628,163463,155427,15056,14481,1671675,1591253,1133333,1073148,308202,297732,18492,17756,114054,109089,4499,4316,93095,89212,1219081,1155252,358387,346754,34161,32747,150056,142810,10780,10244,584016,558825,502984,480916,30964,30191,17785,16512,6324,5884,2048,2117,23911,23205,524602,501928,42792,41582,26394,24881,13407,12617,4276,4237
R,1,2022,16,4335108,2217564,2117544,1620086,1535568,326233,318446,35160,34083,119069,116821,6543,6473,110473,106153,1721326,1632740,384095,374567,58713,56514,159890,155862,14504,14035,1650165,1575924,1129951,1067763,296652,289889,18130,17808,113200,111296,4421,4441,87811,84727,1210702,1145535,343497,335503,33306,32266,147446,144113,10318,10106,567399,541620,490135,467805,29581,28557,17030,16275,5869,5525,2122,2032,22662,21426,510624,487205,40598,39064,25407,24248,12444,11749,4186,3929
R,1,2022,17,4324427,2210667,2113760,1618737,1536533,322809,313903,34650,33135,121918,120868,6511,6197,106042,103124,1715803,1630772,377707,367688,57654,55518,161418,158801,14235,13669,1656369,1583633,1138587,1077715,294158,286444,18152,17200,116061,115341,4573,4361,84838,82572,1216551,1153380,338693,330270,33266,31913,149333,147389,10350,9975,554298,530127,480150,458818,28651,27459,16498,15935,5857,5527,1938,1836,21204,20552,499252,477392,39014,37418,24388,23605,12085,11412,3885,3694
R,1,2022,18,4331880,2213570,2118310,1627997,1544777,319744,312578,33720,32793,123436,122725,6340,6033,102333,99404,1721614,1635680,372034,363734,56526,54912,161561,159583,13908,13326,1669050,1595896,1155541,1091615,291799,285954,17680,17217,117795,117301,4458,4260,81777,79549,1230587,1164618,334309,327615,32670,31893,149927,148266,10156,9747,544520,522414,472456,453162,27945,26624,16040,15576,5641,5424,1882,1773,20556,19855,491027,471062,37725,36119,23856,23019,11634,11317,3752,3579
R,1,2022,19,4302181,2197404,2104777,1614702,1533361,320451,315150,33942,32323,124355,122996,6287,6068,97667,94879,1703757,1619802,370065,363780,56350,54199,160606,157860,13681,13102,1660035,1589860,1147902,1085406,292869,289173,17773,17248,118792,117866,4466,4272,78233,75895,1219432,1154822,333300,328736,32577,31735,149372,147226,10080,9597,537369,514917,466800,447955,27582,25977,16169,15075,5563,5130,1821,1796,19434,18984,484325,464980,36765,35044,23773,22464,11234,10634,3601,3505
R,1,2022,20,4319912,2205999,2113913,1620699,1541740,325738,319522,33658,31730,124176,121686,6079,5941,95649,93294,1707824,1626668,374317,367292,56232,53995,159288,155499,13219,12944,1675656,1607241,1159537,1100504,298553,293945,17920,17252,118960,116601,4300,4154,76386,74785,1229283,1168811,337996,332953,32908,32164,148569,145161,9744,9485,530343,506672,461162,441236,27185,25577,15738,14478,5216,5085,1779,1787,19263,18509,478541,457857,36321,34339,23324,21831,10719,10338,3475,3459
R,1,2022,21,4403685,2248124,2155561,1644477,1564052,336965,331349,34065,32650,131513,129419,6221,6050,94883,92041,1730792,1647530,384689,378334,57066,54921,166469,162843,13349,13018,1716273,1648192,1181210,1122468,310061,305534,18393,17699,126163,124372,4492,4265,75954,73854,1250398,1189655,348830,343807,33812,32836,155782,152580,9945,9538,531851,507369,463267,441584,26904,25815,15672,14951,5350,5047,1729,1785,18929,18187,480394,457875,35859,34527,23254,22085,10687,10263,3404,3480
R,1,2022,22,4291894,2188556,2103338,1605249,1530645,327517,322548,33132,31947,126250,124477,6093,5772,90315,87949,1687301,1610226,373244,367619,55679,53835,158543,155784,13070,12568,1676789,1612931,1159180,1103452,301571,297618,18144,17662,121171,119624,4364,4126,72359,70449,1225078,1167295,338805,334425,33437,32564,148504,145956,9689,9327,511767,490407,446069,427193,25946,24930,14988,14285,5079,4853,1729,1646,17956,17500,462223,442931,34439,33194,22242,21271,10039,9828,3381,3241
R,1,2022,23,4311661,2195864,2115797,1609839,1537508,328983,325509,32820,32060,129077,128266,6076,5731,89069,86723,1690501,1616090,373333,369457,55277,54323,161161,158924,13189,12344,1688708,1628732,1167737,1112942,303224,300937,17989,17634,123912,123391,4391,4107,71455,69721,1232589,1176253,339367,336853,33327,33022,151051,149234,9894,9235,507156,487065,442102,424566,25759,24572,14831,14426,5165,4875,1685,1624,17614,17002,457912,439837,33966,32604,21950,21301,10110,9690,3295,3109
R,1,2022,24,4265226,2171011,2094215,1586280,1518078,324942,321475,32342,31457,136299,134073,6113,5702,85035,83430,1663221,1593436,366832,363115,54480,53305,167017,163868,12748,12093,1675624,1618726,1154011,1103053,300348,297713,17608,17533,131228,129272,4438,4120,67991,67035,1215636,1163662,334286,331701,32829,32709,157173,154494,9555,9052,495387,475489,432269,415025,24594,23762,14734,13924,5071,4801,1675,1582,17044,16395,447585,429774,32546,31414,21651,20596,9844,9374,3193,3041
R,1,2022,25,4314297,2193830,2120467,1605710,1537028,324050,322930,32428,31351,141843,141370,6278,5804,83521,81984,1681242,1610851,364441,363276,54749,53319,172152,170789,12932,12429,1697792,1646250,1172295,1122791,299585,299709,17793,17355,136960,136564,4535,4191,66624,65640,1232671,1181965,332114,332473,32965,32529,162746,161468,9689,9352,496038,474217,433415,414237,24465,23221,14635,13996,4883,4806,1743,1613,16897,16344,448571,428886,32327,30803,21784,20790,9406,9321,3243,3077
R,1,2022,26,4362265,2219301,2142964,1618712,1549607,332960,329353,32526,31199,147086,147170,6419,6194,81598,79441,1692089,1620867,371793,368153,55320,53221,176738,175625,13067,12817,1722692,1666194,1184665,1132759,308267,305792,17961,17212,142171,142292,4684,4493,64944,63646,1243073,1189966,339528,337154,33702,32557,167301,166388,9875,9711,496609,476770,434047,416848,24693,23561,14565,13987,4915,4878,1735,1701,16654,15795,449016,430901,32265,30999,21618,20664,9437,9237,3192,3106
R,1,2022,27,4434918,2251943,2182975,1635397,1569469,347378,345512,32861,32120,150383,151058,6488,6448,79436,78368,1706452,1639384,384436,383212,55860,54628,179260,179213,13387,12993,1754382,1706036,1200098,1152696,322407,321524,18435,17902,145471,146333,4775,4763,63196,62818,1256609,1208712,352080,352029,34438,33784,170046,170241,10160,9907,497561,476939,435299,416773,24971,23988,14426,14218,4912,4725,1713,1685,16240,15550,449843,430672,32356,31183,21422,20844,9214,8972,3227,3086
R,1,2022,28,4518384,2295576,2222808,1661988,1591000,361687,358090,33810,33020,155335,157964,6647,6457,76109,76277,1729612,1658758,396585,394183,56203,55616,183580,185344,13412,13062,1792701,1743428,1221295,1171604,336293,334099,19086,18877,150521,153128,4831,4764,60675,60956,1275205,1225768,364226,363065,34759,34885,174541,176392,10124,9946,502875,479380,440693,419396,25394,23991,14724,14143,4814,4836,1816,1693,15434,15321,454407,432990,32359,31118,21444,20731,9039,8952,3288,3116
R,1,2022,29,4632127,2350786,2281341,1701082,1632507,372775,368511,35404,33820,159921,165351,6741,6551,74863,74601,1767437,1698602,405675,402484,58336,56512,188130,192853,13504,13230,1838770,1794868,1252368,1206641,347000,343897,19994,19439,155061,160457,4907,4806,59440,59628,1305016,1259460,372943,370991,36090,35553,179249,183997,10269,10047,512016,486473,448714,425866,25775,24614,15410,14381,4860,4894,1834,1745,15423,14973,462421,439142,32732,31493,22246,20959,8881,8856,3235,3183
R,1,2022,30,4695999,2370293,2325706,1714534,1658938,374256,378315,35954,33526,166800,174055,7459,6942,71290,73930,1776877,1723475,404985,411627,58064,55790,194272,202506,14419,13957,1862263,1845071,1271011,1240798,347722,352031,20261,19539,161819,168768,5419,5133,56031,58802,1319895,1292049,371526,378277,35563,35231,185285,193032,10948,10668,508030,480635,443523,418140,26534,26284,15693,13987,4981,5287,2040,1809,15259,15128,456982,431426,33459,33350,22501,20559,8987,9474,3471,3289
R,1,2022,31,4780181,2415107,2365074,1755247,1692904,374099,379644,35727,33150,174149,181454,7712,7190,68173,70732,1814611,1754688,402338,411054,57036,54639,201543,208893,14573,14013,1901089,1888482,1306581,1278777,347148,352889,19726,19302,168855,176168,5537,5363,53242,55983,1352725,1327539,368677,377491,34346,34315,192333,199583,10961,10780,514018,476592,448666,414127,26951,26755,16001,13848,5294,5286,2175,1827,14931,14749,461886,427149,33661,33563,22690,20324,9210,9310,3612,3233
R,1,2022,32,4676288,2361522,2314766,1721255,1655826,360543,369648,34842,31836,173760,184095,7870,6982,63252,66379,1776519,1713676,386366,398692,54690,52206,199163,210012,14144,13401,1864495,1856609,1287376,1257453,334370,343868,19049,18656,168667,178874,5734,5263,49299,52495,1330257,1303016,353897,366475,32675,32872,190486,201139,10724,10433,497027,458157,433879,398373,26173,25780,15793,13180,5093,5221,2136,1719,13953,13884,446262,410660,32469,32217,22015,19334,8677,8873,3420,2968
R,1,2022,33,4593439,2318019,2275420,1701163,1636075,338985,351689,34178,31053,176482,186955,7653,7031,59558,62617,1752913,1690592,362642,378632,52944,50311,200864,211800,13761,13115,1825386,1826133,1270195,1245196,313840,326473,18348,17888,171480,181845,5594,5319,45929,49412,1309939,1288080,331315,347117,30924,31391,192401,203209,10468,10202,492633,449287,430968,390879,25145,25216,15830,13165,5002,5110,2059,1712,13629,13205,442974,402512,31327,31515,22020,18920,8463,8591,3293,2913
R,1,2022,34,4499969,2275188,2224781,1685858,1611415,321601,335188,32976,30035,170624,181255,7695,6798,56434,60090,1734752,1663849,343907,360637,50956,48714,193753,205105,13697,12779,1786967,1782826,1257352,1226167,297504,310794,17524,17168,165777,176483,5547,5118,43263,47096,1294577,1267124,313860,330151,29486,30103,185602,197014,10346,9895,488221,441955,428506,385248,24097,24394,15452,12867,4847,4772,2148,1680,13171,12994,440175,396725,30047,30486,21470,18611,8151,8091,3351,2884
R,1,2022,35,4482493,2267904,2214589,1691663,1613152,312332,327680,32594,29573,169773,179831,7615,6836,53927,57517,1738617,1663080,332982,351870,50154,48201,191949,202550,13234,12469,1778749,1773218,1261733,1228028,288506,303323,17067,16675,164907,175223,5448,5091,41088,44878,1297316,1266780,303339,321680,28714,29529,183905,194709,9952,9626,489155,441371,429930,385124,23826,24357,15527,12898,4866,4608,2167,1745,12839,12639,441301,396300,29643,30190,21440,18672,8044,7841,3282,2843
R,1,2022,36,4515359,2285752,2229607,1713567,1630923,309548,325002,32374,29560,170016,181102,7692,6904,52555,56116,1759083,1679626,329641,347882,49863,47845,191380,203568,13300,12715,1789908,1785476,1277489,1242764,285642,300900,16416,16621,165198,176419,5480,5262,39683,43510,1311598,1280324,299939,317862,27940,29363,183410,195667,9928,9942,495844,444131,436078,388159,23906,24102,15958,12939,4818,4683,2212,1642,12872,12606,447485,399302,29702,30020,21923,18482,7970,7901,3372,2773
R,1,2022,37,4443353,2242633,2200720,1684733,1610477,298362,318009,31583,29040,170034,182179,7423,6601,50498,54414,1728523,1657540,317101,339675,48608,47130,190746,204326,12998,12243,1757897,1761874,1257785,1226611,275550,294412,16156,16204,165188,177706,5261,4911,37957,42030,1290452,1262816,288746,310253,27339,28709,182833,196643,9686,9448,484736,438846,426948,383866,22812,23597,15427,12836,4846,4473,2162,1690,12541,12384,438071,394724,28355,29422,21269,18421,7913,7683,3312,2795
R,1,2022,38,4415916,2228012,2187904,1678704,1603031,292942,314212,31528,28824,168331,181721,7342,6720,49165,53396,1721278,1649228,311122,334977,48281,47095,188569,203353,12668,12375,1747233,1749479,1254842,1219448,270538,290661,15984,15922,163636,177359,5272,5059,36961,41030,1286593,1254723,283256,305847,27090,28527,180817,195799,9481,9563,480779,438425,423862,383583,22404,23551,15544,12902,4695,4362,2070,1661,12204,12366,434685,394505,27866,29130,21191,18568,7752,7554,3187,2812
R,1,2022,39,4486184,2262102,2224082,1708390,1632555,296721,319166,32164,29388,168096,182540,7419,6881,49312,53552,1751106,1678773,314757,340155,49347,47999,188119,203972,12888,12480,1768742,1773850,1272998,1238507,273819,294877,16236,16207,163295,177877,5316,5127,37078,41255,1304848,1273858,286436,310224,27652,29137,180312,196193,9678,9644,493360,450232,435392,394048,22902,24289,15928,13181,4801,4663,2103,1754,12234,12297,446258,404915,28321,29931,21695,18862,7807,7779,3210,2836
R,1,2022,40,4386178,2207189,2178989,1673513,1603726,288455,312983,30445,28140,160097,176431,7248,6409,47431,51300,1714451,1647976,305683,333257,47363,46105,179221,196691,12409,11875,1733790,1739882,1255801,1218907,266510,289674,15242,15391,155494,171858,5160,4698,35583,39354,1286251,1252671,278581,304450,26496,27804,171676,189119,9242,9071,473399,439107,417712,384819,21945,23309,15203,12749,4603,4573,2088,1711,11848,11946,428200,395305,27102,28807,20867,18301,7545,7572,3167,2804
R,1,2022,41,4435764,2233616,2202148,1694862,1619468,296652,322205,31189,28777,156099,173859,7357,6458,47457,51381,1735773,1663752,314020,342448,48103,47027,175253,193996,12720,11921,1746428,1755566,1264454,1227924,274452,298363,15635,15873,151277,169273,5163,4783,35447,39350,1294735,1261568,286526,313036,26875,28581,167417,186420,9441,9208,487188,446582,430408,391544,22200,23842,15554,12904,4822,4586,2194,1675,12010,12031,441038,402184,27494,29412,21228,18446,7836,7576,3279,2713
R,1,2022,42,4264212,2142389,2121823,1626478,1559537,284271,311834,29720,27293,150596,168189,6631,6192,44693,48778,1665074,1601432,300446,331124,46149,44758,168234,187246,11654,11387,1679372,1694527,1217796,1184902,262872,288926,14821,14992,146178,163902,4631,4645,33074,37160,1246099,1216552,273964,302703,25669,27149,160976,180089,8613,8834,463017,427296,408682,374635,21399,22908,14899,12301,4418,4287,2000,1547,11619,11618,418975,384880,26482,28421,20480,17609,7258,7157,3041,2553
R,1,2022,43,4130356,2069167,2061189,1574823,1517593,271828,300584,28055,26511,146036,164670,6224,5731,42201,46100,1611108,1557215,287056,318408,43576,43327,162879,182772,10773,10525,1625228,1644515,1181880,1152310,251637,278417,14261,14399,141763,160307,4430,4206,31257,34876,1208435,1182025,262113,291060,24540,25966,155912,175667,8031,8079,443939,416674,392943,365283,20191,22167,13794,12112,4273,4363,1794,1525,10944,11224,402673,375190,24943,27348,19036,17361,6967,7105,2742,2446
R,1,2022,44,4099964,2050275,2049689,1568301,1516015,265518,295401,28222,26680,141271,160927,6129,5767,40834,44899,1603364,1554375,280093,312753,43636,43343,157421,178470,10587,10498,1608116,1631133,1176090,1147736,246185,273727,14370,14712,136996,156681,4362,4252,30113,34025,1201626,1176545,256049,285974,24607,26276,150567,171596,7882,8062,442159,418556,392211,368279,19333,21674,13852,11968,4275,4246,1767,1515,10721,10874,401738,377830,24044,26779,19029,17067,6854,6874,2705,2436
R,1,2022,45,3951502,1973500,1978002,1507139,1462252,252758,282214,27078,25214,141954,160382,5792,5344,38779,42596,1540543,1498508,266061,298350,41685,41277,157541,177216,10187,9890,1545945,1569463,1127266,1101741,234180,261474,13852,13914,137827,156221,4138,3902,28682,32211,1151672,1128854,243070,272839,23626,25126,150970,170432,7607,7564,427555,408539,379873,360511,18578,20740,13226,11300,4127,4161,1654,1442,10097,10385,388871,369654,22991,25511,18059,16151,6571,6784,2580,2326
R,1,2022,46,3920823,1958096,1962727,1494124,1449797,251442,281146,26661,25070,143679,161289,5528,5288,36662,40137,1525580,1483997,264213,296080,40849,40339,158215,177261,9487,9510,1536931,1559689,1119144,1093214,233449,261037,13557,13832,139674,157184,3990,3924,27117,30498,1142108,1118969,241991,271508,23154,24522,151940,170784,7156,7324,421165,403038,374980,356583,17993,20109,13104,11238,4005,4105,1538,1364,9545,9639,383472,365028,22222,24572,17695,15817,6275,6477,2331,2186
R,1,2022,47,3923323,1958305,1965018,1501859,1460554,247933,278633,26371,24661,141964,157449,5552,5026,34626,38695,1531299,1493340,259653,292905,40014,39729,155758,172758,9516,9017,1545480,1567509,1132369,1107153,231223,259726,13474,13675,138133,153612,4057,3714,26224,29629,1154454,1131957,239402,269824,22824,24354,150005,166799,7265,6955,412825,397509,369490,353401,16710,18907,12897,10986,3831,3837,1495,1312,8402,9066,376845,361383,20251,23081,17190,15375,5753,5959,2251,2062
R,1,2022,48,3864246,1925519,1938727,1474857,1438274,244723,275927,25239,24341,141756,158020,5158,5004,33786,37161,1503568,1469612,255988,289473,38593,38825,155380,172882,8949,8962,1532168,1555168,1122494,1096969,228884,257766,13008,13634,138235,154268,3815,3739,25732,28792,1144086,1120972,236612,267510,22376,24133,149998,167107,6940,6949,393351,383559,352363,341305,15839,18161,12231,10707,3521,3752,1343,1265,8054,8369,359482,348640,19376,21963,16217,14692,5382,5775,2009,2013
R,1,2022,49,4012395,1999543,2012852,1534447,1497286,256942,288688,26125,24834,142812,159686,5211,5023,34006,37335,1563296,1528741,267838,302057,40029,39895,156474,174459,9026,8978,1602521,1625749,1178430,1152563,241209,270477,13664,14016,139180,155933,3906,3743,26132,29017,1200348,1176680,248805,280105,23571,25025,151042,168744,6990,7023,397022,387103,356017,344723,15733,18211,12461,10818,3632,3753,1305,1280,7874,8318,362948,352061,19033,21952,16458,14870,5432,5715,2036,1955
R,1,2022,50,4207200,2101666,2105534,1636417,1589405,262984,294732,25850,25196,137399,153612,5280,4844,33736,37745,1664912,1621265,273719,308001,39934,40877,150777,168182,9106,8892,1714090,1727814,1288698,1252801,247532,277245,14047,14568,133722,150036,3911,3660,26180,29504,1310546,1277433,255116,286786,24279,26204,145361,162700,7071,6999,387576,377720,347719,336604,15452,17487,11803,10628,3677,3576,1369,1184,7556,8241,354366,343832,18603,21215,15655,14673,5416,5482,2035,1893
