UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2020,57,4420323,2177905,2242418,1744932,1756048,260985,295343,24208,24315,115229,130697,4305,4521,28246,31494,1768468,1781946,268764,305241,38444,40267,125268,141391,7694,8253,1877355,1941573,1475008,1487443,248591,281463,15127,15994,112556,127864,3378,3588,22695,25221,1493719,1507909,254054,288623,26400,28754,121369,137110,6289,6746,300550,300845,269924,268605,12394,13880,9081,8321,2673,2833,927,933,5551,6273,274749,274037,14710,16618,12044,11513,3899,4281,1405,1507
R,8,2020,58,4434229,2181016,2253213,1760127,1778237,257853,293684,23679,24242,107025,121473,4432,4505,27900,31072,1783470,1803723,265319,303431,37815,40296,116946,131928,7875,8206,1890990,1962777,1499400,1518638,245991,280631,14997,16106,104528,118770,3553,3588,22521,25044,1518053,1538943,251239,287694,26296,29077,113218,127843,6494,6699,290026,290436,260727,259599,11862,13053,8682,8136,2497,2703,879,917,5379,6028,265417,264780,14080,15737,11519,11219,3728,4085,1381,1507
R,8,2020,59,4428687,2173425,2255262,1764556,1788648,253005,290428,22965,23956,101240,117763,4192,4233,27467,30234,1787444,1813425,260292,299657,37184,39938,110942,127841,7510,7841,1900195,1978808,1519134,1541441,241841,277815,14767,16439,98814,115172,3364,3410,22275,24531,1537472,1561301,247020,284598,26192,29451,107332,123917,6187,6454,273230,276454,245422,247207,11164,12613,8198,7517,2426,2591,828,823,5192,5703,249972,252124,13272,15059,10992,10487,3610,3924,1323,1387
R,8,2020,60,4368406,2140577,2227829,1729971,1759211,252696,289696,22768,23614,103930,121441,4198,4189,27014,29678,1752583,1783427,259799,298929,36795,39281,113429,131281,7434,7711,1873231,1957360,1489886,1517333,241714,277399,14695,16271,101565,118887,3374,3388,21997,24082,1508109,1536721,246777,284208,26012,29037,109953,127405,6117,6373,267346,270469,240085,241878,10982,12297,8073,7343,2365,2554,824,801,5017,5596,244474,246706,13022,14721,10783,10244,3476,3876,1317,1338
R,8,2020,61,4280093,2089014,2191079,1698349,1740423,242162,280993,21272,22421,97773,115235,3914,3882,25544,28125,1719647,1763566,248754,289428,34757,37700,106752,124351,6880,7082,1844267,1939103,1478448,1514985,232066,269447,14014,15534,95598,112883,3178,3178,20963,23076,1495798,1533772,236796,275689,25025,28159,103514,120869,5702,5925,244747,251976,219901,225438,10096,11546,7258,6887,2175,2352,736,704,4581,5049,223849,229794,11958,13739,9732,9541,3238,3482,1178,1157
R,8,2020,62,4234169,2060414,2173755,1681482,1734729,232625,271048,20140,21706,97864,115379,3695,3793,24608,27100,1701944,1756881,239013,279222,33287,36551,106382,124148,6543,6829,1832036,1934163,1476526,1520216,222932,260019,13487,15297,95833,113248,3007,3097,20251,22286,1493207,1538249,227520,266103,24320,27578,103390,120900,5428,5708,228378,239592,204956,214513,9693,11029,6653,6409,2031,2131,688,696,4357,4814,208737,218632,11493,13119,8967,8973,2992,3248,1115,1121
R,8,2020,63,4170348,2021207,2149141,1654597,1718880,225209,267580,19881,21029,94235,111782,3566,3596,23719,26274,1674295,1740445,231414,275435,32793,35910,102248,119812,6296,6595,1802798,1917350,1458554,1511199,216089,256944,13233,14870,92328,109768,2941,2933,19653,21636,1474713,1528744,220613,262774,23923,27294,99494,116755,5302,5492,218409,231791,196043,207681,9120,10636,6648,6159,1907,2014,625,663,4066,4638,199582,211701,10801,12661,8870,8616,2754,3057,994,1103
R,8,2020,64,3995337,1925072,2070265,1577589,1655123,211692,255743,18525,20197,91649,110493,3255,3450,22362,25259,1596240,1675800,217450,263277,30707,34504,99115,118326,5860,6270,1720445,1849651,1394022,1457527,203094,245635,12354,14436,89837,108410,2667,2885,18471,20758,1409281,1474333,207215,251172,22419,26388,96474,115223,4916,5287,204627,220614,183567,197596,8598,10108,6171,5761,1812,2083,588,565,3891,4501,186959,201467,10235,12105,8288,8116,2641,3103,944,983
R,8,2020,65,3892143,1867389,2024754,1535776,1624856,200519,244376,17621,19014,89044,109319,3084,3363,21345,23826,1553420,1644268,206029,251511,29442,32389,96133,116768,5592,6094,1673245,1812726,1361013,1434121,192412,235045,12034,13692,87360,107438,2568,2777,17858,19653,1375636,1449896,196445,240336,21969,24876,93706,113980,4749,5133,194144,212028,174763,190735,8107,9331,5587,5322,1684,1881,516,586,3487,4173,177784,194372,9584,11175,7473,7513,2427,2788,843,961
R,8,2020,66,3760320,1794666,1965654,1485632,1586152,186157,232468,16214,17901,84170,103683,2822,3147,19671,22303,1502051,1604295,191154,239075,27364,30747,90532,110384,4989,5737,1617527,1768445,1325907,1408399,178658,223938,11295,13062,82739,101920,2364,2597,16564,18529,1339614,1423270,182313,228861,20780,23909,88424,107830,4273,4857,177139,197209,159725,177753,7499,8530,4919,4839,1431,1763,458,550,3107,3774,162437,181025,8841,10214,6584,6838,2108,2554,716,880
R,8,2020,67,3601919,1711095,1890824,1424309,1534611,170845,217023,15059,16624,79878,98630,2693,2905,18311,21031,1439560,1551811,175341,223113,25466,28802,85814,105026,4774,5325,1548209,1706646,1277404,1368317,164045,209009,10552,12218,78497,97065,2278,2432,15433,17605,1290161,1382531,167310,213614,19414,22573,83811,102695,4100,4547,162886,184178,146905,166294,6800,8014,4507,4406,1381,1565,415,473,2878,3426,149399,169280,8031,9499,6052,6229,2003,2331,674,778
R,8,2020,68,3475588,1645345,1830243,1376881,1490390,159280,206799,13762,15624,76021,95375,2551,2801,16850,19254,1390871,1506176,163472,212298,23462,27031,81372,101019,4547,5027,1494469,1658095,1240441,1334874,153083,199267,9776,11532,74734,93877,2175,2365,14260,16180,1252176,1347976,156185,203436,18056,21307,79543,98843,3918,4288,150876,172148,136440,155516,6197,7532,3986,4092,1287,1498,376,436,2590,3074,138695,158200,7287,8862,5406,5724,1829,2176,629,739
R,8,2020,69,3302761,1553139,1749622,1300609,1423517,151376,200340,13050,14768,69993,90257,2291,2538,15820,18202,1313741,1438377,155293,205693,22377,25654,74861,95435,4137,4628,1410951,1586371,1171782,1276086,145572,193241,9389,10842,68821,88785,1968,2146,13419,15271,1182819,1288379,148485,197324,17392,20176,73180,93315,3609,3960,142188,163251,128827,147431,5804,7099,3661,3926,1172,1472,323,392,2401,2931,130922,149998,6808,8369,4985,5478,1681,2120,528,668
R,8,2020,70,3146255,1473883,1672372,1228560,1356229,143563,190304,12494,13940,71755,92023,2316,2472,15195,17404,1241159,1370338,147357,195447,21490,24183,76414,97195,4083,4522,1341062,1516015,1108343,1214845,138052,183395,9098,10393,70674,90650,1948,2110,12947,14622,1119005,1226559,140913,187296,16820,19191,74841,95165,3530,3896,132821,156357,120217,141384,5511,6909,3396,3547,1081,1373,368,362,2248,2782,122154,143779,6444,8151,4670,4992,1573,2030,553,626
R,8,2020,71,3060640,1429839,1630801,1203102,1336028,131904,177651,11722,13072,66849,85253,2231,2416,14031,16381,1214767,1349452,135264,182390,20115,22947,71118,89837,3889,4267,1307410,1485948,1092059,1204659,126999,171442,8593,9812,65827,84067,1903,2058,12029,13910,1101998,1215953,129528,175074,15901,18424,69632,88098,3355,3682,122429,144853,111043,131369,4905,6209,3129,3260,1022,1186,328,358,2002,2471,112769,133499,5736,7316,4214,4523,1486,1739,534,585
R,8,2020,72,2993090,1397479,1595611,1185081,1318774,123079,167192,10889,12354,63170,79387,1997,2223,13263,15681,1196124,1331712,126319,171579,18868,21834,67094,83785,3537,4008,1282057,1457716,1080269,1193631,118431,161407,8080,9320,62243,78218,1704,1896,11330,13244,1089615,1204426,120904,164748,14996,17529,65734,82077,3080,3464,115422,137895,104812,125143,4648,5785,2809,3034,927,1169,293,327,1933,2437,106509,127286,5415,6831,3872,4305,1360,1708,457,544
R,8,2020,73,3150787,1479018,1671769,1275519,1408925,117496,158513,11057,12011,59629,74664,1904,1959,13413,15697,1286794,1422008,120657,162895,19397,21747,63353,78855,3444,3653,1368218,1538591,1174621,1287689,113285,153032,8279,9204,58785,73546,1638,1672,11610,13448,1184335,1298792,115720,156443,15653,17736,62068,77259,3000,3185,110800,133178,100898,121236,4211,5481,2778,2807,844,1118,266,287,1803,2249,102459,123216,4937,6452,3744,4011,1285,1596,444,468
R,8,2020,74,2290044,1058091,1231953,899511,1021391,88777,124778,8242,9449,49715,62402,1671,1717,10175,12216,908047,1031477,91206,128150,14299,16624,52752,65979,2910,3176,966756,1117447,816378,917351,85148,119819,6023,7091,49034,61466,1450,1479,8723,10241,823664,925718,86961,122342,11313,13231,51748,64598,2544,2777,91335,114506,83133,104040,3629,4959,2219,2358,681,936,221,238,1452,1975,84383,105759,4245,5808,2986,3393,1004,1381,366,399
R,8,2020,75,2129960,974244,1155716,827625,957915,82692,118394,7513,8828,45574,57645,1424,1605,9416,11329,835509,967278,84925,121514,13118,15518,48349,60924,2636,2962,890952,1050396,751721,861890,79517,114068,5555,6672,44896,56796,1219,1377,8044,9593,758395,869752,81192,116423,10426,12466,47366,59672,2294,2572,83292,105320,75904,96025,3175,4326,1958,2156,678,849,205,228,1372,1736,77114,97526,3733,5091,2692,3052,983,1252,342,390
R,8,2020,76,2067100,939685,1127415,804039,942986,76231,110525,6968,8196,42511,53402,1297,1446,8639,10860,811298,951969,78208,113590,12154,14716,45044,56410,2393,2761,864894,1029369,735770,853436,73271,106666,5224,6202,41984,52588,1137,1249,7508,9228,742038,861006,74800,109016,9828,11875,44252,55235,2119,2421,74791,98046,68269,89550,2960,3859,1744,1994,527,814,160,197,1131,1632,69260,90963,3408,4574,2326,2841,792,1175,274,340
R,8,2020,77,2090310,944411,1145899,817630,970447,71967,107697,6444,7787,39070,48263,1152,1295,8148,10410,824525,979132,73819,110533,11473,14138,41297,51055,2158,2504,874958,1052321,754118,885153,69258,103789,4953,5895,38527,47551,1016,1111,7086,8822,760116,892468,70668,105901,9441,11451,40494,49982,1903,2190,69453,93578,63512,85294,2709,3908,1491,1892,543,712,136,184,1062,1588,64409,86664,3151,4632,2032,2687,803,1073,255,314
R,8,2020,78,1794657,802728,991929,689706,833386,62725,95108,5701,6842,36380,46446,984,1192,7232,8955,695747,840835,64410,97526,10139,12288,38446,48906,1840,2192,741196,908469,633409,756944,60328,91861,4390,5186,35932,45800,854,998,6283,7680,638634,763278,61634,93719,8321,9972,37775,47976,1611,1898,61532,83460,56297,76442,2397,3247,1311,1656,448,646,130,194,949,1275,57113,77557,2776,3807,1818,2316,671,930,229,294
R,8,2020,79,1599932,707277,892655,606291,747959,55622,87417,5132,6175,32943,41860,916,1024,6373,8220,611660,754785,57057,89635,8998,11151,34812,44173,1689,1988,651280,815806,555033,677493,53462,84406,3944,4768,32533,41269,811,864,5497,7006,559643,683281,54537,86106,7359,9109,34190,43291,1494,1712,55997,76849,51258,70466,2160,3011,1188,1407,410,591,105,160,876,1214,52017,71504,2520,3529,1639,2042,622,882,195,276
R,8,2020,80,1457409,635991,821418,542304,685603,51036,81860,4689,5763,31207,39582,863,1034,5892,7576,547234,691895,52388,83951,8179,10278,33023,41701,1575,1925,583891,748599,494637,618944,49043,78932,3562,4408,30788,39027,744,847,5117,6441,498909,624247,50073,80522,6634,8334,32417,40892,1385,1632,52100,72819,47667,66659,1993,2928,1127,1355,419,555,119,187,775,1135,48325,67648,2315,3429,1545,1944,606,809,190,293
R,8,2020,81,1341390,580637,760753,497982,639539,44939,73046,3985,5117,27903,35271,696,942,5132,6838,502325,645222,46124,74879,7023,9180,29436,37215,1320,1783,533479,693821,454790,578131,43073,70374,3022,3924,27559,34766,596,807,4439,5819,458520,582961,43973,71743,5698,7471,28930,36464,1165,1532,47158,66932,43192,61408,1866,2672,963,1193,344,505,100,135,693,1019,43805,62261,2151,3136,1325,1709,506,751,155,251
R,8,2020,82,1250493,533322,717171,458405,604062,40363,68263,3638,4870,25501,32952,670,856,4745,6168,462403,609193,41453,69951,6465,8460,26928,34734,1212,1589,490378,654709,418951,546836,38762,65720,2815,3741,25177,32499,568,695,4105,5218,422394,551145,39583,67002,5312,6864,26453,34052,1043,1330,42944,62462,39454,57226,1601,2543,823,1129,324,453,102,161,640,950,40009,58048,1870,2949,1153,1596,475,682,169,259
R,8,2020,83,1111961,467255,644706,401183,542467,35486,61517,3153,4247,22685,30044,588,768,4160,5663,404745,547196,36442,63051,5591,7526,23969,31683,1056,1464,428867,588095,365928,490520,34005,59269,2411,3229,22409,29589,505,641,3609,4847,369005,494534,34723,60447,4580,6102,23558,31040,919,1258,38388,56611,35255,51947,1481,2248,742,1018,276,455,83,127,551,816,35740,52662,1719,2604,1011,1424,411,643,137,206
R,8,2020,84,1015558,420413,595145,361080,500844,32133,57372,2808,3877,20195,27316,503,661,3694,5075,364183,505053,32979,58786,4926,6869,21361,28756,964,1225,385610,543233,329044,453121,30786,55354,2164,2952,19956,26937,436,562,3224,4307,331745,456670,31425,56431,4046,5542,21010,28200,847,1061,34803,51912,32036,47723,1347,2018,644,925,239,379,67,99,470,768,32438,48383,1554,2355,880,1327,351,556,117,164
R,8,2020,85,928104,376124,551980,323991,466027,28111,52264,2463,3512,17873,24895,451,598,3235,4684,326714,469889,28860,53522,4309,6217,18877,26277,879,1161,344924,503841,295185,421742,26974,50405,1897,2645,17647,24538,396,496,2825,4015,297555,425032,27558,51378,3545,5026,18537,25750,781,983,31200,48139,28806,44285,1137,1859,566,867,226,357,55,102,410,669,29159,44857,1302,2144,764,1191,340,527,98,178
R,8,2020,86,798643,318076,480567,274018,405939,23528,45342,1997,2907,15356,21796,418,526,2759,4057,276367,409345,24163,46456,3538,5206,16249,23037,759,1005,291833,439388,249760,367998,22615,43770,1513,2186,15174,21486,356,455,2415,3493,251814,370921,23107,44627,2887,4204,15972,22583,662,876,26243,41179,24258,37941,913,1572,484,721,182,310,62,71,344,564,24553,38424,1056,1829,651,1002,277,454,97,129
R,8,2020,87,722689,281448,441241,243267,373481,20221,40618,1764,2626,13488,20447,347,452,2361,3617,245268,376479,20765,41594,3068,4687,14276,21520,630,924,259049,404551,222573,339585,19402,39240,1363,2020,13329,20189,302,392,2080,3125,224328,342160,19831,40007,2529,3840,14043,21143,556,816,22399,36690,20694,33896,819,1378,401,606,159,258,45,60,281,492,20940,34319,934,1587,539,847,233,377,74,108
R,8,2020,88,651528,246457,405071,214233,345135,16877,35809,1456,2320,11546,18098,302,401,2043,3308,215970,347898,17360,36731,2574,4199,12220,19040,572,815,226623,371713,195799,314302,16233,34578,1103,1764,11404,17869,264,351,1820,2849,197345,316665,16628,35316,2103,3415,12022,18702,510,709,19834,33358,18434,30833,644,1231,353,556,142,229,38,50,223,459,18625,31233,732,1415,471,784,198,338,62,106
R,8,2020,89,574653,211605,363048,185044,311360,13668,30539,1189,1979,9723,16010,255,343,1726,2817,186510,313704,14066,31338,2138,3579,10308,16830,475,687,194383,333590,169018,284096,13126,29491,887,1474,9625,15823,225,295,1502,2411,170293,286088,13436,30111,1722,2873,10144,16541,418,604,17222,29458,16026,27264,542,1048,302,505,98,187,30,48,224,406,16217,27616,630,1227,416,706,164,289,57,83
R,8,2020,90,504381,179307,325074,156297,278188,11727,27512,1067,1757,8531,14763,222,325,1463,2529,157535,280301,12069,28210,1883,3197,9004,15498,412,635,164599,298717,142613,253704,11243,26622,802,1333,8454,14598,201,279,1286,2181,143701,255516,11517,27154,1522,2609,8879,15248,371,553,14708,26357,13684,24484,484,890,265,424,77,165,21,46,177,348,13834,24785,552,1056,361,588,125,250,41,82
R,8,2020,91,417511,142560,274951,124667,236127,8962,22897,825,1353,6744,12160,169,283,1193,2131,125666,237887,9249,23519,1510,2566,7115,12759,323,553,131059,253467,113997,216200,8583,22135,624,1019,6670,12025,150,247,1035,1841,114861,217710,8809,22630,1232,2087,6996,12554,282,487,11501,21484,10670,19927,379,762,201,334,74,135,19,36,158,290,10805,20177,440,889,278,479,119,205,41,66
R,8,2020,92,353804,115512,238292,101155,205196,7097,19402,657,1202,5520,10416,115,220,968,1856,101972,206738,7320,19923,1188,2254,5838,10947,248,474,106459,220400,92716,188652,6810,18745,501,903,5475,10301,100,187,857,1612,93438,189978,6994,19159,975,1838,5766,10775,218,409,9053,17892,8439,16544,287,657,156,299,45,115,15,33,111,244,8534,16760,326,764,213,416,72,172,30,65
R,8,2020,93,288419,90030,198389,78628,170956,5557,16050,487,1012,4496,8686,92,173,770,1512,79277,172224,5749,16466,917,1882,4738,9111,185,363,83252,184174,72282,157813,5362,15517,388,772,4459,8593,80,150,681,1329,72856,158922,5519,15850,771,1553,4675,8972,162,318,6778,14215,6346,13143,195,533,99,240,37,93,12,23,89,183,6421,13302,230,616,146,329,63,139,23,45
R,8,2020,94,227164,67643,159521,58911,137272,4238,12966,371,783,3469,7112,68,158,586,1230,59405,138296,4389,13326,700,1474,3648,7450,146,313,62471,148157,54101,126739,4075,12564,285,601,3437,7036,61,138,512,1079,54531,127639,4192,12857,578,1219,3597,7337,127,275,5172,11364,4810,10533,163,402,86,182,32,76,7,20,74,151,4874,10657,197,469,122,255,51,113,19,38
R,8,2020,95,177870,50047,127823,43376,109929,3110,10241,286,617,2784,5869,45,130,446,1037,43749,110790,3216,10572,532,1209,2933,6133,107,246,46354,119040,39944,101799,2999,9916,219,480,2760,5808,40,116,392,921,40273,102563,3084,10197,436,1017,2891,6042,92,216,3693,8783,3432,8130,111,325,67,137,24,61,5,14,54,116,3476,8227,132,375,96,192,42,91,15,30
R,8,2020,96,133946,35899,98047,30952,84480,2233,7710,197,477,2154,4555,40,92,323,733,31223,85088,2324,7930,375,894,2259,4760,79,186,33245,91672,28483,78574,2149,7476,153,373,2137,4513,36,82,287,654,28726,79117,2222,7659,314,750,2232,4696,69,167,2654,6375,2469,5906,84,234,44,104,17,42,4,10,36,79,2497,5971,102,271,61,144,27,64,10,19
R,8,2020,97,97553,25188,72365,21566,62099,1570,5779,151,333,1623,3507,26,68,252,579,21773,62571,1638,5958,283,668,1712,3661,65,148,23306,67764,19816,57821,1515,5612,120,266,1611,3481,23,60,221,524,20001,58247,1571,5766,237,574,1690,3620,53,133,1882,4601,1750,4278,55,167,31,67,12,26,3,8,31,55,1772,4324,67,192,46,94,22,41,12,15
R,8,2020,98,68968,16552,52416,14041,44966,1041,4176,94,245,1192,2546,17,61,167,422,14182,45309,1088,4314,185,479,1250,2660,42,118,15394,49179,12966,41967,1006,4057,78,200,1180,2523,14,55,150,377,13092,42273,1047,4175,160,411,1234,2625,36,107,1158,3237,1075,2999,35,119,16,45,12,23,3,6,17,45,1090,3036,41,139,25,68,16,35,6,11
R,8,2020,99,47304,10752,36552,9122,31179,656,2940,59,178,786,1889,13,39,116,327,9219,31439,691,3051,120,362,823,1976,31,84,10036,34375,8463,29176,633,2862,46,145,782,1876,11,35,101,281,8548,29399,663,2955,99,306,816,1949,25,74,716,2177,659,2003,23,78,13,33,4,13,2,4,15,46,671,2040,28,96,21,56,7,27,6,10
R,8,2020,100,76889,14788,62101,11967,51250,1040,5712,102,326,1463,4161,27,74,189,578,12116,51711,1101,5929,203,639,1524,4312,59,159,13823,58615,11088,48055,1008,5573,82,280,1455,4134,24,67,166,506,11221,48455,1060,5754,170,557,1508,4267,50,141,965,3486,879,3195,32,139,20,46,8,27,3,7,23,72,895,3256,41,175,33,82,16,45,9,18
R,9,2020,999,331676179,164285042,167391137,125523634,126158430,21620618,23326315,2179442,2131528,9748380,10513741,434502,419539,4778466,4841584,129787405,130455605,23797127,25577632,3558831,3567205,11528658,12281869,851790,838956,132698620,136609981,97942490,99331214,20040092,21704296,1191975,1221525,9419334,10186660,313695,306822,3791034,3859464,101323985,102753779,21750514,23483670,2164282,2254730,10928160,11684217,641076,637373,31586422,30781156,27581144,26827216,1580526,1622019,987467,910003,329046,327081,120807,112717,987432,982120,28463420,27701826,2046613,2093962,1394549,1312475,600498,597652,210714,201583
R,9,2020,0,3681647,1882512,1799135,1303757,1243504,301660,292171,34895,33337,110765,104327,6958,6580,124477,119216,1418261,1353154,370727,358465,57997,55522,156683,148147,15479,14670,1386802,1322975,900965,856374,265808,257531,13507,13010,103049,97007,4228,3931,99245,95122,992766,944340,321679,311193,28221,27167,141121,133377,10459,9862,495710,476160,402792,387130,35852,34640,21388,20327,7716,7320,2730,2649,25232,24094,425495,408814,49048,47272,29776,28355,15562,14770,5020,4808
R,9,2020,1,3756062,1918536,1837526,1333160,1273602,302882,295340,35677,34278,115191,108341,7280,6832,124346,119133,1447459,1383111,371689,361475,58786,56532,161242,152190,15835,14929,1417891,1353740,925609,879244,267182,260699,14178,13754,107247,100839,4454,4192,99221,95012,1017289,967035,322797,314188,28958,27979,145530,137238,10761,10154,500645,483786,407551,394358,35700,34641,21499,20524,7944,7502,2826,2640,25125,24121,430170,416076,48892,47287,29828,28553,15712,14952,5074,4775
R,9,2020,2,3831311,1958114,1873197,1360284,1297939,307567,299958,36433,34692,120214,112894,7339,6945,126277,120769,1476351,1408933,377251,366898,59951,57257,167084,157421,16034,15174,1449747,1383508,945152,897631,272260,265778,14306,13811,112398,105423,4571,4310,101060,96555,1038515,986816,328762,320027,29376,28293,151511,142520,11003,10389,508367,489689,415132,400308,35307,34180,22127,20881,7816,7471,2768,2635,25217,24214,437836,422117,48489,46871,30575,28964,15573,14901,5031,4785
R,9,2020,3,3915365,2003933,1911432,1394971,1327187,310522,302037,35871,34458,127347,119158,7474,7098,127748,121494,1512324,1438841,380173,368974,59813,57370,175405,164108,16426,15468,1486097,1413171,967925,916718,276025,268530,15308,14547,119632,111767,4797,4464,102410,97145,1062432,1006421,332472,322768,30789,29308,159881,149229,11488,10651,517836,498261,427046,410469,34497,33507,20563,19911,7715,7391,2677,2634,25338,24349,449892,432420,47701,46206,29024,28062,15524,14879,4938,4817
R,9,2020,4,4030271,2059740,1970531,1448992,1380677,311505,304979,35511,34264,127224,119916,7421,7098,129087,123597,1567634,1494311,381456,372459,60092,57843,175776,165894,16482,15662,1527598,1459250,1007097,956075,277224,271797,15841,15354,119406,112565,4707,4485,103323,98974,1102507,1047517,333897,326513,31754,30645,159964,150957,11445,10838,532142,511281,441895,424602,34281,33182,19670,18910,7818,7351,2714,2613,25764,24623,465127,446794,47559,45946,28338,27198,15812,14937,5037,4824
R,9,2020,5,4069469,2079169,1990300,1463455,1396251,316395,308709,34964,34019,128186,120662,7346,7123,128823,123536,1581877,1509819,386161,376129,59660,57660,176476,166581,16388,15678,1546150,1475413,1019288,967706,281964,275296,16261,15502,120644,113414,4683,4504,103310,98991,1114692,1059141,338507,329985,32364,30831,161100,151824,11445,10892,533019,514887,444167,428545,34431,33413,18703,18517,7542,7248,2663,2619,25513,24545,467185,450678,47654,46144,27296,26829,15376,14757,4943,4786
R,9,2020,6,4071939,2084016,1987923,1469577,1395576,317402,308990,35313,34123,126805,119913,7116,6832,127803,122489,1587075,1508177,386259,375896,59985,57717,174869,165216,16204,15391,1553406,1478750,1027488,971691,282669,275503,16561,15923,119580,113065,4615,4425,102493,98143,1122172,1062336,338433,329784,32688,31282,159862,150929,11393,10811,530610,509173,442089,423885,34733,33487,18752,18200,7225,6848,2501,2407,25310,24346,464903,445841,47826,46112,27297,26435,15007,14287,4811,4580
R,9,2020,7,4043988,2067177,1976811,1457033,1389181,315544,307429,35204,33795,126453,119317,7023,6714,125920,120375,1572695,1499669,382980,372787,59636,57263,174120,164146,16153,15265,1541861,1470487,1018408,966498,281668,274774,16715,16008,119517,112525,4602,4325,100951,96357,1111568,1055355,336258,327716,32690,31334,159479,149979,11380,10622,525316,506324,438625,422683,33876,32655,18489,17787,6936,6792,2421,2389,24969,24018,461127,444314,46722,45071,26946,25929,14641,14167,4773,4643
R,9,2020,8,4054290,2073854,1980436,1466978,1396803,316075,306298,35829,34712,123752,117159,6859,6597,124361,118867,1581165,1505923,382723,370529,60344,58176,170509,161408,15853,15130,1543565,1469459,1023338,969313,282658,274188,16796,16172,116939,110558,4445,4252,99389,94976,1115012,1056913,336454,326083,32777,31474,156065,147512,11110,10561,530289,510977,443640,427490,33417,32110,19033,18540,6813,6601,2414,2345,24972,23891,466153,449010,46269,44446,27567,26702,14444,13896,4743,4569
R,9,2020,9,4104693,2105631,1999062,1498122,1417791,319944,309094,34998,33736,120687,113654,6773,6442,125107,118345,1613048,1526414,387060,372875,59912,57468,167404,157600,15817,14947,1560761,1477406,1038265,978181,287351,277506,17137,16181,113995,107264,4368,4147,99645,94127,1130213,1064975,341434,328836,33335,31586,152928,143838,11046,10391,544870,521656,459857,439610,32593,31588,17861,17555,6692,6390,2405,2295,25462,24218,482835,461439,45626,44039,26577,25882,14476,13762,4771,4556
R,9,2020,10,4177085,2139881,2037204,1531934,1453174,323316,311721,34248,32992,118974,113319,6474,6268,124935,119730,1646951,1563222,390305,376469,59454,57390,165052,157035,15383,14733,1579992,1500835,1054770,996060,292036,281520,17275,16889,112547,107264,4316,4174,99048,94928,1146357,1083681,345796,333415,33513,32702,150858,143675,10889,10396,559889,536369,477164,457114,31280,30201,16973,16103,6427,6055,2158,2094,25887,24802,500594,479541,44509,43054,25941,24688,14194,13360,4494,4337
R,9,2020,11,4250459,2175921,2074538,1564431,1484436,329924,319798,34408,33119,117609,112676,6583,6422,122966,118087,1677501,1593014,395952,384087,59300,56704,162760,155379,15167,14729,1609023,1531619,1079463,1020351,298595,289294,17879,17250,111216,106633,4481,4323,97389,93768,1169391,1106941,351729,341109,33815,32420,148767,142282,10811,10437,566898,542919,484968,464085,31329,30504,16529,15869,6393,6043,2102,2099,25577,24319,508110,486073,44223,42978,25485,24284,13993,13097,4356,4292
R,9,2020,12,4424466,2266763,2157703,1633157,1546947,344628,333743,35847,34122,122338,116906,6716,6500,124077,119485,1747090,1656710,411443,399062,60742,58200,167593,159780,15646,14744,1676320,1595704,1126348,1065111,312233,302717,18511,17915,115920,110775,4558,4352,98750,94834,1217354,1152549,366321,355533,34600,33315,153723,146484,11171,10438,590443,561999,506809,481836,32395,31026,17336,16207,6418,6131,2158,2148,25327,24651,529736,504161,45122,43529,26142,24885,13870,13296,4475,4306
R,9,2020,13,4441546,2275003,2166543,1646309,1561980,344122,332557,36364,34703,121021,114928,6676,6588,120511,115787,1757000,1668145,408641,395290,61206,58516,164860,156481,15380,14893,1683495,1601558,1137711,1076332,312243,301860,18616,18195,114637,108938,4551,4404,95737,91829,1226008,1160828,364385,352579,34665,33435,151109,143557,10984,10517,591508,564985,508598,485648,31879,30697,17748,16508,6384,5990,2125,2184,24774,23958,530992,507317,44256,42711,26541,25081,13751,12924,4396,4376
