UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2021,25,4346254,2213813,2132441,1617322,1545681,332760,328331,32329,30995,143693,142189,6389,6118,81320,79127,1690450,1616665,371499,367015,55073,52962,173180,170462,13016,12721,1719899,1659381,1185370,1131889,308228,304988,18002,17221,138822,137361,4653,4422,64824,63500,1243678,1188972,339491,336340,33760,32577,163807,161300,9831,9626,493914,473060,431952,413792,24532,23343,14327,13774,4871,4828,1736,1696,16496,15627,446772,427693,32008,30675,21313,20385,9373,9162,3185,3095
R,1,2021,26,4419842,2247209,2172633,1634217,1565695,347319,344436,32719,31949,147301,146097,6471,6371,79182,78085,1705042,1635357,384298,382035,55675,54390,176021,174102,13354,12899,1752188,1699151,1200931,1151764,322515,320644,18486,17920,142422,141425,4758,4693,63076,62705,1257334,1207683,352196,351144,34503,33814,166853,165208,10133,9826,495021,473482,433286,413931,24804,23792,14233,14029,4879,4672,1713,1678,16106,15380,447708,427674,32102,30891,21172,20576,9168,8894,3221,3073
R,1,2021,27,4504049,2290810,2213239,1660934,1587623,361497,357121,33681,32858,152174,153242,6621,6389,75903,76006,1728366,1655130,396323,393109,56067,55399,180281,180490,13374,12977,1790279,1737184,1222087,1170949,336263,333319,19145,18902,147394,148454,4810,4708,60580,60852,1275911,1225021,364206,362279,34848,34924,171283,171606,10096,9880,500531,476055,438847,416674,25234,23802,14536,13956,4780,4788,1811,1681,15323,15154,452455,430109,32117,30830,21219,20475,8998,8884,3278,3097
R,1,2021,28,4618868,2346333,2272535,1700168,1629457,372743,367523,35229,33661,156793,161051,6698,6498,74702,74345,1766371,1695321,405591,401402,58161,56320,184886,188397,13456,13159,1836774,1789148,1253392,1206129,347156,343088,20036,19459,151959,156203,4870,4765,59361,59504,1305966,1258840,373112,370174,36158,35591,176034,179607,10228,9993,509559,483387,446776,423328,25587,24435,15193,14202,4834,4848,1828,1733,15341,14841,460405,436481,32479,31228,22003,20729,8852,8790,3228,3166
R,1,2021,29,4684013,2366469,2317544,1714085,1656155,374222,377266,35850,33361,163722,170214,7410,6865,71180,73683,1776314,1720468,404921,410486,57966,55599,191116,198514,14366,13863,1860561,1839849,1272216,1240389,347887,351192,20334,19563,158750,164971,5383,5065,55991,58669,1321056,1291525,371716,377425,35666,35268,182139,189095,10907,10589,505908,477695,441869,415766,26335,26074,15516,13798,4972,5243,2027,1800,15189,15014,455258,428943,33205,33061,22300,20331,8977,9419,3459,3274
R,1,2021,30,4769685,2411832,2357853,1755132,1690588,374151,378781,35599,33033,171218,177794,7676,7115,68056,70542,1814376,1752200,402354,410125,56906,54505,198539,205105,14535,13929,1899876,1884008,1308084,1278689,347329,352241,19786,19340,165941,172544,5508,5304,53228,55890,1354203,1327369,368899,376846,34443,34373,189349,195842,10931,10716,511956,473845,447048,411899,26822,26540,15813,13693,5277,5250,2168,1811,14828,14652,460173,424831,33455,33279,22463,20132,9190,9263,3604,3213
R,1,2021,31,4667391,2358933,2308458,1721883,1653991,360553,368938,34760,31756,170789,180659,7839,6933,63109,66181,1777007,1711661,386329,397912,54602,52095,196094,206466,14115,13342,1863661,1852757,1289316,1257639,334548,343316,19122,18706,165707,175454,5698,5224,49270,52418,1332160,1303135,354106,365927,32788,32934,187435,197628,10692,10388,495272,455701,432567,396352,26005,25622,15638,13050,5082,5205,2141,1709,13839,13763,444847,408526,32223,31985,21814,19161,8659,8838,3423,2954
R,1,2021,32,4585894,2316009,2269885,1702084,1634570,339085,351023,34112,30931,173684,183876,7608,7007,59436,62478,1753705,1688948,362697,377907,52865,50162,197996,208655,13723,13087,1824953,1822924,1272335,1245551,314041,325980,18420,17927,168690,178783,5545,5295,45922,49388,1312062,1288405,331543,346643,31035,31448,189551,200100,10428,10178,491056,446961,429749,389019,25044,25043,15692,13004,4994,5093,2063,1712,13514,13090,441643,400543,31154,31264,21830,18714,8445,8555,3295,2909
R,1,2021,33,4494375,2273992,2220383,1687108,1610399,321832,334708,32935,29928,168087,178572,7677,6783,56353,59993,1735907,1662736,344124,360123,50923,48600,191149,202357,13681,12765,1787056,1780528,1259644,1226831,297797,310488,17572,17205,163250,173820,5524,5102,43269,47082,1296859,1267772,314194,329867,29577,30161,183014,194299,10329,9879,486936,439855,427464,383568,24035,24220,15363,12723,4837,4752,2153,1681,13084,12911,439048,394964,29930,30256,21346,18439,8135,8058,3352,2886
R,1,2021,34,4478734,2267665,2211069,1693316,1612571,312560,327428,32639,29489,167584,177379,7602,6819,53964,57383,1740286,1662370,333231,351570,50253,48118,189738,200009,13231,12440,1779430,1771541,1264114,1228913,288848,303214,17166,16714,162723,172794,5436,5074,41143,44832,1299728,1267620,303730,321583,28868,29593,181697,192206,9952,9604,488235,439528,429202,383658,23712,24214,15473,12775,4861,4585,2166,1745,12821,12551,440558,394750,29501,29987,21385,18525,8041,7803,3279,2836
R,1,2021,35,4512978,2286379,2226599,1715902,1630704,309811,324689,32462,29527,167953,178829,7686,6885,52565,55965,1761419,1679267,329909,347504,49997,47805,189281,201190,13308,12692,1791139,1784040,1280282,1243807,286013,300693,16527,16683,163144,174169,5476,5246,39697,43442,1314394,1281306,300332,317652,28094,29446,181312,193326,9934,9925,495240,442559,435620,386897,23798,23996,15935,12844,4809,4660,2210,1639,12868,12523,447025,397961,29577,29852,21903,18359,7969,7864,3374,2767
R,1,2021,36,4442376,2243946,2198430,1687309,1610596,298870,317758,31661,29035,168220,180138,7409,6548,50477,54355,1731070,1657603,317612,339407,48721,47139,188876,202229,12991,12190,1759819,1760926,1260845,1227848,276128,294258,16256,16261,163379,175681,5247,4861,37964,42017,1293509,1264041,289354,310116,27483,28789,180970,194567,9677,9398,484127,437504,426464,382748,22742,23500,15405,12774,4841,4457,2162,1687,12513,12338,437561,393562,28258,29291,21238,18350,7906,7662,3314,2792
R,1,2021,37,4416046,2229847,2186199,1681407,1603327,293592,314143,31605,28833,166775,179911,7335,6664,49133,53321,1723938,1649452,311751,334874,48376,47113,186993,201488,12664,12319,1749647,1749112,1258004,1220858,271239,290690,16071,15976,162093,175557,5258,5007,36982,41024,1289763,1256126,283979,305894,27212,28608,179251,193953,9473,9513,480200,437087,423403,382469,22353,23453,15534,12857,4682,4354,2077,1657,12151,12297,434175,393326,27772,28980,21164,18505,7742,7535,3191,2806
R,1,2021,38,4488535,2265368,2223167,1711992,1633200,297479,319344,32258,29374,166874,180918,7411,6857,49354,53474,1754736,1679338,315524,340299,49479,47988,186909,202303,12886,12458,1772200,1774197,1276680,1240189,274647,295133,16343,16260,162071,176274,5309,5104,37150,41237,1308587,1275515,287300,310492,27807,29216,179096,194544,9678,9624,493168,448970,435312,393011,22832,24211,15915,13114,4803,4644,2102,1753,12204,12237,446149,403823,28224,29807,21672,18772,7813,7759,3208,2834
R,1,2021,39,4390236,2211370,2178866,1677650,1604683,289391,313331,30565,28155,159010,175029,7246,6391,47508,51277,1718647,1648904,306651,333578,47536,46134,178137,195278,12422,11864,1737681,1740813,1259638,1220760,267507,290078,15346,15445,154393,170471,5156,4678,35641,39381,1290133,1254542,279609,304870,26640,27884,170571,187724,9249,9059,473689,438053,418012,383923,21884,23253,15219,12710,4617,4558,2090,1713,11867,11896,428514,394362,27042,28708,20896,18250,7566,7554,3173,2805
R,1,2021,40,4441224,2238412,2202812,1699346,1620825,297827,322728,31281,28832,155054,172631,7357,6432,47547,51364,1740323,1665082,315226,342968,48251,47099,174227,192749,12743,11897,1750816,1756994,1268492,1229913,275670,298959,15730,15931,150223,168058,5163,4756,35538,39377,1298845,1263575,287787,313656,27018,28668,166378,185194,9461,9184,487596,445818,430854,390912,22157,23769,15551,12901,4831,4573,2194,1676,12009,11987,441478,401507,27439,29312,21233,18431,7849,7555,3282,2713
R,1,2021,41,4270770,2147548,2123222,1631155,1561379,285528,312411,29827,27360,149654,167137,6628,6175,44756,48760,1669795,1603243,301723,331692,46308,44842,167302,186176,11662,11378,1684126,1696352,1222056,1187045,264136,289577,14921,15054,145237,162852,4627,4626,33149,37198,1250417,1218716,275267,303383,25814,27248,160044,179028,8617,8825,463422,426870,409099,374334,21392,22834,14906,12306,4417,4285,2001,1549,11607,11562,419378,384527,26456,28309,20494,17594,7258,7148,3045,2553
R,1,2021,42,4137643,2074623,2063020,1579676,1519713,273067,301195,28174,26570,145209,163702,6234,5726,42263,46114,1616001,1559334,288312,319023,43757,43411,162054,181804,10791,10529,1630028,1646687,1186105,1154655,252885,279110,14364,14460,140932,159342,4432,4201,31310,34919,1212694,1184397,263396,291781,24690,26061,155075,174699,8040,8079,444595,416333,393571,365058,20182,22085,13810,12110,4277,4360,1802,1525,10953,11195,403307,374937,24916,27242,19067,17350,6979,7105,2751,2450
R,1,2021,43,4108405,2056461,2051944,1573768,1518393,266704,296122,28355,26738,140559,160008,6136,5764,40939,44919,1608913,1556762,281319,313481,43843,43428,156725,177547,10603,10500,1613372,1633546,1180705,1150176,247367,274515,14466,14772,136275,155765,4363,4253,30196,34065,1206306,1179012,257274,286792,24757,26367,149855,170676,7889,8067,443089,418398,393063,368217,19337,21607,13889,11966,4284,4243,1773,1511,10743,10854,402607,377750,24045,26689,19086,17061,6870,6871,2714,2433
R,1,2021,44,3960594,1980042,1980552,1512617,1464850,254101,282985,27255,25294,141339,159484,5794,5328,38936,42611,1546145,1501108,267455,299133,41930,41380,156992,176306,10208,9883,1551428,1571991,1131801,1104236,235503,262323,13968,13965,137199,155330,4134,3889,28823,32248,1156320,1131372,244444,273714,23797,25207,150401,169537,7618,7560,428614,408561,380816,360614,18598,20662,13287,11329,4140,4154,1660,1439,10113,10363,389825,369736,23011,25419,18133,16173,6591,6769,2590,2323
R,1,2021,45,3931418,1965441,1965977,1500214,1452849,252950,281943,26849,25193,143102,160549,5530,5275,36796,40168,1531779,1487068,265770,296891,41107,40489,157681,176518,9501,9504,1542944,1562776,1124029,1096108,234967,261888,13666,13894,139079,156446,3982,3908,27221,30532,1147075,1121886,243550,272382,23313,24611,151379,170041,7157,7312,422497,403201,376185,356741,17983,20055,13183,11299,4023,4103,1548,1367,9575,9636,384704,365182,22220,24509,17794,15878,6302,6477,2344,2192
R,1,2021,46,3935467,1966521,1968946,1508490,1464040,249629,279558,26564,24788,141469,156825,5566,5009,34803,38726,1538073,1496841,261409,293843,40292,39890,155325,172133,9553,9004,1552224,1571171,1137692,1110402,232899,260674,13583,13747,137625,152987,4061,3693,26364,29668,1159886,1135228,241128,270801,22990,24459,149551,166171,7292,6936,414297,397775,370798,353638,16730,18884,12981,11041,3844,3838,1505,1316,8439,9058,378187,361613,20281,23042,17302,15431,5774,5962,2261,2068
R,1,2021,47,3878147,1934976,1943171,1482341,1442029,246613,277019,25456,24440,141428,157465,5169,4999,33969,37219,1511202,1473404,257936,290580,38904,38972,155116,172339,8977,8969,1539910,1559355,1128450,1100467,230726,258885,13137,13714,137892,153702,3817,3730,25888,28857,1150170,1124513,238512,268664,22571,24255,149712,166548,6959,6952,395066,383816,353891,341562,15887,18134,12319,10726,3536,3763,1352,1269,8081,8362,361032,348891,19424,21916,16333,14717,5404,5791,2018,2017
R,1,2021,48,4028199,2010091,2018108,1542732,1501693,259009,289913,26349,24918,142632,159155,5220,5016,34149,37413,1571692,1533205,269942,303311,40331,40037,156347,173940,9054,8982,1611301,1630601,1185108,1156553,243245,271730,13793,14100,138985,155392,3908,3733,26262,29093,1207127,1180730,250888,281396,23762,25156,150891,168216,7008,7023,398790,387507,357624,345140,15764,18183,12556,10818,3647,3763,1312,1283,7887,8320,364565,352475,19054,21915,16569,14881,5456,5724,2046,1959
R,1,2021,49,4226429,2114192,2112237,1646322,1594864,265278,296211,26076,25314,137337,153184,5282,4827,33897,37837,1674945,1626792,276052,309515,40254,41055,150768,167770,9128,8889,1724521,1733859,1296685,1257648,249792,278724,14183,14658,133643,149596,3906,3649,26312,29584,1318636,1282337,257422,288304,24483,26344,145324,162273,7082,7001,389671,378378,349637,337216,15486,17487,11893,10656,3694,3588,1376,1178,7585,8253,356309,344455,18630,21211,15771,14711,5444,5497,2046,1888
R,1,2021,50,4413740,2211571,2202169,1729178,1672738,276592,306596,27098,25663,138498,153976,5138,5106,35067,38090,1758853,1704670,287826,319919,42117,41879,151885,168481,9206,9418,1818731,1827151,1376913,1338836,260857,289003,14916,15028,134854,150318,3837,3841,27354,30125,1399797,1363833,268871,298831,25959,27301,146452,162839,7194,7408,392840,375018,352265,333902,15735,17593,12182,10635,3644,3658,1301,1265,7713,7965,359056,340837,18955,21088,16158,14578,5433,5642,2012,2010
